filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;bugs
org.eclipse.pde.internal.ui.preferences;0;0;9;0;0;0;0;9;0;0;0;-1;0;0;0;4;0;0;0;-1;4;-1;0;0;0
org.eclipse.jdt.internal.formatter;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;3
org.eclipse.jdt.internal.corext.dom.fragments;0;0;3;0;0;0;1;2;0;0;0;-1;0;30;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.compare.contentmergeviewer;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.ui.internal.preferences;0;0;3;0;0;0;0;3;0;0;0;-1;0;32;0;1;0;0;0;-1;1;-1;0;3;1
org.eclipse.team.internal.ui.preferences;0;0;9;0;0;0;1;8;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.jdt.internal.debug.eval.ast.engine;0;0;6;0;0;0;1;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;2
org.eclipse.search.internal.ui.util;0;0;4;0;0;0;0;4;0;0;0;-1;0;8;0;1;0;0;0;-1;1;-1;0;1;1
org.eclipse.pde.internal.ui.parts;0;0;3;0;0;0;0;3;0;0;0;-1;0;39;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.team.internal.ccvs.ui.subscriber;1;0;17;1;0;0;1;16;2755;0;1;8;2755;448;9;11;0;9;9;8;11;8;1;2;0
org.eclipse.debug.internal.ui.memory;0;0;5;0;0;0;1;4;0;0;0;-1;0;208;0;2;0;0;0;-1;2;-1;0;2;0
org.eclipse.debug.internal.core;0;0;6;0;0;0;0;6;0;0;0;-1;0;50;0;2;0;0;0;-1;2;-1;0;3;5
org.eclipse.swt.program;0;0;13;0;0;0;3;10;0;0;0;-1;0;0;0;4;1;0;0;-1;5;-1;0;0;0
org.osgi.service.prefs;0;0;2;0;0;0;1;1;0;0;0;-1;0;1325;0;0;0;0;0;-1;0;-1;0;1;3
org.eclipse.ui.internal.presentations.defaultpresentation;0;0;6;0;0;0;2;4;0;0;0;-1;0;18;0;1;0;0;0;-1;1;-1;0;2;1
org.eclipse.ui.internal.components.registry;0;0;3;0;0;0;0;3;0;0;0;-1;0;38;0;2;0;0;0;-1;2;-1;0;2;1
org.osgi.service.url;0;0;4;0;0;0;1;3;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.jface.text.link;0;0;9;0;0;0;2;7;0;0;0;-1;0;0;0;4;0;0;0;-1;4;-1;0;0;0
org.eclipse.ui.internal.components.framework;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.core.runtime.internal.adaptor;0;0;3;0;0;0;3;0;0;0;0;-1;0;19;0;0;2;0;0;-1;2;-1;0;1;4
org.eclipse.jdt.internal.codeassist.select;0;0;5;0;0;0;0;5;0;0;0;-1;0;34;0;1;0;0;0;-1;1;-1;0;3;1
org.eclipse.ui.forms.widgets;0;0;9;0;0;0;3;6;0;0;0;-1;0;585;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.team.internal.ui.registry;0;0;4;0;0;0;0;4;0;0;0;-1;0;19;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.help;0;0;3;0;0;0;0;3;0;0;0;-1;0;13;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.update.internal.search;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.jdt.internal.eval;0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;17
org.eclipse.jdt.internal.debug.core;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.pde.internal.ui.model.plugin;0;0;4;0;0;0;1;3;0;0;0;-1;0;12;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.jdt.core.search;0;0;7;0;0;0;0;7;0;0;0;-1;0;9;0;2;0;0;0;-1;2;-1;0;2;1
org.eclipse.osgi.service.pluginconversion;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.jdt.internal.ui.preferences;0;0;18;0;0;0;2;16;0;0;0;-1;0;414;0;8;0;0;0;-1;8;-1;0;5;12
org.eclipse.jdt.internal.debug.ui.breakpoints;0;0;7;0;0;0;3;4;0;0;0;-1;0;67;0;0;2;0;0;-1;2;-1;0;3;0
org.eclipse.pde.internal.core.plugin;0;0;11;0;0;0;2;9;0;0;0;-1;0;51;0;3;2;0;0;-1;5;-1;0;2;1
org.eclipse.ui.contentassist;0;0;7;0;0;0;4;3;0;0;0;-1;0;0;0;0;3;0;0;-1;3;-1;0;0;0
org.eclipse.jdt.internal.core.dom.rewrite;0;0;12;0;0;0;0;12;0;0;0;-1;0;772;0;7;0;0;0;-1;7;-1;0;4;2
org.eclipse.ui.themes;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;1
org.eclipse.jdt.internal.ui.text.folding;0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;0
org.eclipse.jdt.internal.ui.refactoring.nls.search;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;1
org.eclipse.pde.internal.build.tasks;0;0;8;0;0;0;1;7;0;0;0;-1;0;0;0;4;0;0;0;-1;4;-1;0;0;0
org.eclipse.jdt.internal.corext.refactoring.structure.constraints;0;0;11;0;0;0;2;9;5990;0;1;32;5990;0;9;8;0;9;9;32;8;32;1;0;1
org.eclipse.ui.internal.texteditor.quickdiff.compare.rangedifferencer;0;0;8;0;0;0;2;6;0;0;0;-1;0;372;0;2;0;0;0;-1;2;-1;0;3;0
org.eclipse.jdt.internal.ui.refactoring.contentassist;0;0;11;0;0;0;2;9;0;0;0;-1;0;0;0;4;1;0;0;-1;5;-1;0;1;0
org.eclipse.pde.internal.ui.view;0;0;8;0;0;0;0;8;0;0;0;-1;0;6;0;4;0;0;0;-1;4;-1;0;2;0
org.eclipse.osgi.util;0;0;7;0;0;0;3;4;0;0;0;-1;0;0;0;2;1;0;0;-1;3;-1;0;0;1
org.eclipse.ui.texteditor.templates;0;0;6;0;0;0;1;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;1
org.eclipse.pde.internal.runtime.registry;0;0;4;0;0;0;0;4;0;0;0;-1;0;20;0;1;0;0;0;-1;1;-1;0;1;18
org.eclipse.core.runtime.jobs;0;0;8;0;0;0;2;6;0;0;0;-1;0;19;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.ant.internal.ui.editor.formatter;0;0;5;0;0;0;1;4;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;1;0
org.eclipse.jdt.internal.ui.wizards.dialogfields;0;0;4;0;0;0;1;3;0;0;0;-1;0;19;0;0;0;0;0;-1;0;-1;0;3;0
org.eclipse.team.internal.ui.synchronize.actions;0;0;6;0;0;0;0;6;0;0;0;-1;0;391;0;4;0;0;0;-1;4;-1;0;2;0
org.eclipse.help.internal.search;0;0;7;0;0;0;1;6;0;0;0;-1;0;12;0;2;0;0;0;-1;2;-1;0;2;0
org.eclipse.ui.internal.browser;0;0;4;0;0;0;1;3;0;0;0;-1;0;66;0;1;0;0;0;-1;1;-1;0;3;0
org.eclipse.team.internal.ui;0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;3
org.eclipse.help.browser;0;0;1;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.debug.ui.sourcelookup;0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.ui.internal.commands;0;0;9;0;0;0;0;9;0;0;0;-1;0;0;0;5;0;0;0;-1;5;-1;0;0;0
org.eclipse.team.internal.core;0;0;6;0;0;0;0;6;0;0;0;-1;0;22;0;3;0;0;0;-1;3;-1;0;1;3
org.eclipse.ui.internal.part.components.services;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.pde.internal.ui.editor.plugin.rows;0;0;5;0;0;0;0;5;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.jdt.launching.sourcelookup.containers;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.search2.internal.ui;0;0;6;0;0;0;2;4;0;0;0;-1;0;46;0;0;1;0;0;-1;1;-1;0;3;1
org.eclipse.jdt.internal.ui.filters;0;0;4;0;0;0;1;3;0;0;0;-1;0;40;0;1;0;0;0;-1;1;-1;0;3;0
org.eclipse.ui.wizards;0;0;5;0;0;0;1;4;0;0;0;-1;0;13;0;2;0;0;0;-1;2;-1;0;3;0
org.eclipse.jdt.internal.corext.refactoring.typeconstraints.typesets;0;0;4;0;0;0;2;2;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;1;1
org.eclipse.jface.bindings.keys.formatting;0;0;6;0;0;0;0;6;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.ui.internal.ide.misc;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.pde.internal.ui.editor.plugin;0;0;7;0;0;0;0;7;0;0;0;-1;0;537;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.ui.internal.misc;0;0;6;0;0;0;0;6;0;0;0;-1;0;201;0;2;0;0;0;-1;2;-1;0;3;1
org.eclipse.ui.internal.components.util;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.jdt.internal.corext.refactoring.structure;1;0;30;1;0;0;6;24;5991;0;1;31;5991;0;17;19;6;17;17;31;25;31;1;2;1
org.eclipse.jdt.internal.compiler.env;0;0;5;0;0;0;0;5;0;0;0;-1;0;85;0;2;0;0;0;-1;2;-1;0;3;0
org.eclipse.help.search;0;0;5;0;0;0;1;4;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;0
org.eclipse.jdt.internal.compiler.lookup;0;0;9;0;0;0;1;8;0;0;0;-1;0;29;0;4;0;0;0;-1;4;-1;0;5;53
org.eclipse.core.runtime.internal.stats;0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;1;0
org.eclipse.help.internal.model;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.jdt.internal.compiler.util;0;0;3;0;0;0;0;3;0;0;0;-1;0;8;0;0;0;0;0;-1;0;-1;0;2;5
org.eclipse.core.internal.refresh;0;0;8;0;0;0;1;7;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;2
org.eclipse.help.internal.webapp.servlet;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;0
org.eclipse.jdt.internal.ui.typehierarchy;0;0;4;0;0;0;0;4;0;0;0;-1;0;56;0;1;0;0;0;-1;1;-1;0;3;0
org.eclipse.ant.internal.ui.editor.actions;0;0;14;0;0;0;2;12;0;0;0;-1;0;45;0;7;1;0;0;-1;8;-1;0;1;0
org.eclipse.update.internal.configurator;0;0;4;0;0;0;0;4;0;0;0;-1;0;65;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.ui.internal.progress;0;0;5;0;0;0;0;5;0;0;0;-1;0;188;0;1;0;0;0;-1;1;-1;0;1;4
org.eclipse.jdt.internal.junit.ui;0;0;7;0;0;0;1;6;0;0;0;-1;0;102;0;1;0;0;0;-1;1;-1;0;4;6
org.eclipse.debug.ui.memory;0;0;6;0;0;0;0;6;0;0;0;-1;0;91;0;3;0;0;0;-1;3;-1;0;3;0
org.eclipse.ant.internal.ui.views.actions;0;0;6;0;0;0;0;6;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.jdt.internal.compiler.problem;0;0;6;0;0;0;1;5;0;0;0;-1;0;8;0;3;0;0;0;-1;3;-1;0;1;4
org.eclipse.jdt.internal.debug.core.refactoring;0;0;4;0;0;0;0;4;0;0;0;-1;0;26;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.ui.branding;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.search.ui.text;0;0;4;0;0;0;0;4;0;0;0;-1;0;23;0;0;0;0;0;-1;0;-1;0;3;0
org.eclipse.ui.editors.text;0;0;7;0;0;0;2;5;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.ui.internal.actions;0;0;6;0;0;0;0;6;0;0;0;-1;0;159;0;4;0;0;0;-1;4;-1;0;3;1
org.eclipse.ui.wizards.newresource;0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;4;0;0;0;-1;4;-1;0;0;0
org.eclipse.core.internal.resources.mapping;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.ui.ide.dialogs;0;0;7;0;0;0;2;5;0;0;0;-1;0;2;0;2;0;0;0;-1;2;-1;0;2;1
org.eclipse.jface.text.templates;0;0;8;0;0;0;3;5;0;0;0;-1;0;0;0;2;1;0;0;-1;3;-1;0;0;0
org.eclipse.jdi.internal.spy;0;0;4;0;0;0;0;4;0;0;0;-1;0;8;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.jface.action;0;0;3;0;0;0;0;3;0;0;0;-1;0;1129;0;1;0;0;0;-1;1;-1;0;3;4
org.eclipse.pde.internal.core.ifeature;0;0;3;0;0;0;0;3;0;0;0;-1;0;14;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.ui.texteditor.spelling;0;0;7;0;0;0;2;5;0;0;0;-1;0;42;0;2;1;0;0;-1;3;-1;0;2;0
org.eclipse.team.internal.core.streams;0;0;2;0;0;0;0;2;0;0;0;-1;0;6;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.team.internal.ccvs.ui.operations;0;0;12;0;0;0;0;12;0;0;0;-1;0;208;0;6;0;0;0;-1;6;-1;0;1;5
org.eclipse.jdt.internal.compiler;0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;9
org.eclipse.jdt.internal.codeassist;0;0;9;0;0;0;1;8;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;2
org.eclipse.swt.internal.carbon;1;0;24;1;0;0;6;18;116;0;1;31;116;0;14;14;6;14;14;31;20;31;1;1;1
org.eclipse.ui.internal.ide.update;0;0;3;0;0;0;0;3;0;0;0;-1;0;100;0;1;0;0;0;-1;1;-1;0;2;0
org.eclipse.update.internal.ui.model;0;0;7;0;0;0;0;7;0;0;0;-1;0;0;0;3;0;0;0;-1;3;-1;0;0;0
com.sun.jdi;0;0;3;0;0;0;0;3;0;0;0;-1;0;160;0;1;0;0;0;-1;1;-1;0;3;0
org.eclipse.jface.viewers.deferred;0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.ui.texteditor.quickdiff;0;0;7;0;0;0;2;5;0;0;0;-1;0;0;0;1;1;0;0;-1;2;-1;0;0;0
org.eclipse.swt.internal.motif;0;0;11;0;0;0;0;11;0;0;0;-1;0;62;0;7;0;0;0;-1;7;-1;0;2;0
org.eclipse.core.internal.model;0;0;4;0;0;0;0;4;0;0;0;-1;0;8;0;2;0;0;0;-1;2;-1;0;1;0
org.eclipse.ant.internal.core;0;0;3;0;0;0;0;3;0;0;0;-1;0;39;0;0;0;0;0;-1;0;-1;0;1;1
org.eclipse.swt.internal.ole.win32;0;0;4;0;0;0;0;4;0;0;0;-1;0;105;0;2;0;0;0;-1;2;-1;0;2;0
org.eclipse.update.internal.ui;0;0;8;0;0;0;3;5;0;0;0;-1;0;0;0;0;2;0;0;-1;2;-1;0;0;1
org.eclipse.swt.events;0;0;3;0;0;0;0;3;0;0;0;-1;0;36;0;1;0;0;0;-1;1;-1;0;1;1
org.eclipse.jdt.internal.ui.text.template.preferences;0;0;4;0;0;0;1;3;0;0;0;-1;0;56;0;1;1;0;0;-1;2;-1;0;3;0
org.eclipse.help.ui.internal.search;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.help.internal.context;0;0;5;0;0;0;0;5;0;0;0;-1;0;8;0;2;0;0;0;-1;2;-1;0;1;0
org.eclipse.team.internal.ui.synchronize;0;0;5;0;0;0;0;5;0;0;0;-1;0;534;0;3;0;0;0;-1;3;-1;0;2;1
org.eclipse.jface.text.contentassist;0;0;13;0;0;0;3;10;0;0;0;-1;0;56;0;5;0;0;0;-1;5;-1;0;2;0
org.eclipse.pde.internal.ui.wizards.templates;0;0;8;0;0;0;0;8;0;0;0;-1;0;143;0;3;0;0;0;-1;3;-1;0;3;0
org.eclipse.ui.externaltools.internal.menu;0;0;2;0;0;0;0;2;0;0;0;-1;0;24;0;0;0;0;0;-1;0;-1;0;1;0
org.eclipse.pde.internal.ui.editor.build;0;0;7;0;0;0;0;7;0;0;0;-1;0;8;0;2;0;0;0;-1;2;-1;0;1;0
org.eclipse.core.internal.expressions;0;0;6;0;0;0;1;5;0;0;0;-1;0;48;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.jdt.internal.ui.propertiesfileeditor;0;0;9;0;0;0;1;8;0;0;0;-1;0;523;0;3;1;0;0;-1;4;-1;0;3;1
org.eclipse.jdt.internal.ui.wizards.buildpaths.newsourcepage;0;0;7;0;0;0;0;7;0;0;0;-1;0;714;0;3;0;0;0;-1;3;-1;0;4;1
org.eclipse.update.internal.scheduler.preferences;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.pde.internal.ui.editor.context;0;0;6;0;0;0;0;6;0;0;0;-1;0;28;0;4;0;0;0;-1;4;-1;0;2;0
org.eclipse.jface.util;0;0;3;0;0;0;0;3;0;0;0;-1;0;367;0;1;0;0;0;-1;1;-1;0;2;1
org.eclipse.jdt.internal.compiler.impl;0;0;13;0;0;0;0;13;0;0;0;-1;0;0;0;7;0;0;0;-1;7;-1;0;0;2
org.eclipse.ui.internal.texteditor.spelling;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.swt.widgets;0;0;16;0;0;0;1;15;0;0;0;-1;0;1468;0;7;0;0;0;-1;7;-1;0;8;78
org.eclipse.ui.internal.activities;0;0;3;0;0;0;0;3;0;0;0;-1;0;423;0;1;0;0;0;-1;1;-1;0;3;0
org.eclipse.ui.internal.intro.impl.model.loader;0;0;14;0;0;0;5;9;0;0;0;-1;0;0;0;2;5;0;0;-1;7;-1;0;0;0
org.eclipse.jdt.internal.corext.dom;0;0;7;0;0;0;1;6;0;0;0;-1;0;669;0;0;0;0;0;-1;0;-1;0;4;0
org.eclipse.ui.views.navigator;0;0;7;0;0;0;2;5;0;0;0;-1;0;1022;0;2;0;0;0;-1;2;-1;0;3;4
org.eclipse.osgi.framework.debug;0;0;6;0;0;0;3;3;0;0;0;-1;0;0;0;1;2;0;0;-1;3;-1;0;0;1
org.eclipse.pde.ui.internal.samples;0;0;7;0;0;0;1;6;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;0
org.eclipse.team.internal.ui.actions;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;1
org.eclipse.ui.internal.texteditor;0;0;4;0;0;0;0;4;0;0;0;-1;0;44;0;0;0;0;0;-1;0;-1;0;2;1
org.eclipse.jface.contentassist;0;0;4;0;0;0;2;2;0;0;0;-1;0;14;0;0;0;0;0;-1;0;-1;0;1;0
org.eclipse.ui.views;0;0;5;0;0;0;0;5;0;0;0;-1;0;30;0;3;0;0;0;-1;3;-1;0;3;0
org.eclipse.core.internal.preferences;0;0;7;0;0;0;0;7;0;0;0;-1;0;8;0;3;0;0;0;-1;3;-1;0;1;3
org.eclipse.team.internal.ccvs.ssh;0;0;3;0;0;0;0;3;0;0;0;-1;0;57;0;1;0;0;0;-1;1;-1;0;1;0
org.eclipse.ui.internal.components;0;0;4;0;0;0;0;4;0;0;0;-1;0;28;0;2;0;0;0;-1;2;-1;0;2;0
org.eclipse.jdt.internal.corext.refactoring.changes;0;0;8;0;0;0;2;6;0;0;0;-1;0;121;0;1;1;0;0;-1;2;-1;0;3;0
org.eclipse.swt.internal.cairo;0;0;4;0;0;0;0;4;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;0
org.eclipse.pde.core.build;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;0
org.eclipse.jdt.internal.ui.text;0;0;13;0;0;0;2;11;0;0;0;-1;0;99;0;5;0;0;0;-1;5;-1;0;3;1
org.eclipse.ant.internal.ui.preferences;0;0;10;0;0;0;1;9;0;0;0;-1;0;273;0;4;0;0;0;-1;4;-1;0;2;1
