filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.ui.views.bookmarkexplorer;0;0;2;0;0;0;0;2;0;0;0;-1;0;4;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.update.internal.operations;0;0;11;0;0;0;2;9;0;0;0;-1;0;77;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.pde.internal.core.schema;0;0;5;0;0;0;2;3;0;0;0;-1;0;63;0;0;0;0;0;-1;0;-1;0;3;
org.eclipse.jdt.internal.compiler.classfmt;0;0;8;0;0;0;0;8;0;0;0;-1;0;39;0;0;0;0;0;-1;0;-1;0;4;
org.eclipse.jdt.internal.core.hierarchy;0;0;28;0;0;0;3;25;24;0;1;61;24;2;3;4;0;3;3;61;4;61;1;1;
org.eclipse.team.internal.ui.wizards;1;0;12;1;0;0;6;6;1413;0;1;987;1413;72;3;2;0;3;3;987;2;987;1;1;
org.eclipse.ui.externaltools.internal.program.launchConfigurations;0;0;13;0;0;0;0;13;0;0;0;-1;0;89;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdi;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.debug.ui;0;0;12;0;0;0;2;10;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.core.internal.localstore;0;0;4;0;0;0;1;3;0;0;0;-1;0;347;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.ui.internal.intro.impl.parts;0;0;7;0;0;0;7;0;0;0;0;-1;0;10;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.pde.internal.build.builder;0;0;18;0;0;0;1;17;0;0;0;-1;0;21;0;2;0;0;0;-1;2;-1;0;2;
org.eclipse.osgi.framework.eventmgr;0;0;5;0;0;0;1;4;0;0;0;-1;0;390;0;1;0;0;0;-1;1;-1;0;4;
org.eclipse.jdt.internal.junit.wizards;0;0;9;0;0;0;3;6;0;0;0;-1;0;2;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.core.resources.team;0;0;4;0;0;0;1;3;0;0;0;-1;0;84;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.search2.internal.ui.text;0;0;16;0;0;0;9;7;0;0;0;-1;0;4;0;0;1;0;0;-1;1;-1;0;1;
org.eclipse.update.core;0;0;5;0;0;0;2;3;0;0;0;-1;0;578;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.ui.externaltools.internal.launchConfigurations;0;0;35;0;0;0;3;32;0;0;0;-1;0;0;0;2;0;0;0;-1;2;-1;0;0;
org.eclipse.ui.commands;1;0;17;1;0;0;2;15;979;0;1;4952;979;373;3;2;0;3;3;4952;2;4952;1;3;
org.eclipse.debug.internal.core.sourcelookup.containers;2;0;7;2;0;0;1;6;121;3;2;3678;125;52;3;4;0;6;6;3678;4;4949;2;2;
org.eclipse.core.internal.indexing;0;0;3;0;0;0;1;2;0;0;0;-1;0;281;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.core.internal.plugins;0;0;9;0;0;0;3;6;0;0;0;-1;0;8;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.compare.internal;0;0;8;0;0;0;2;6;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.compare.structuremergeviewer;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.team.internal.ccvs.core.client;0;0;6;0;0;0;0;6;0;0;0;-1;0;11;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdt.core;0;0;14;0;0;0;2;12;0;0;0;-1;0;12;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.swt.ole.win32;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.debug.ui.jres;0;0;9;0;0;0;0;9;110;0;1;1035;110;20;4;4;0;4;4;1035;4;1035;1;2;
org.eclipse.jface.text.templates.persistence;0;0;5;0;0;0;2;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.search.internal.ui;0;0;10;0;0;0;4;6;0;0;0;-1;0;2;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdt.internal.ui.javaeditor.selectionactions;0;0;4;0;0;0;3;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.pde.internal.ui.preferences;0;0;16;0;0;0;8;8;0;0;0;-1;0;14;0;0;1;0;0;-1;1;-1;0;2;
org.eclipse.jdt.internal.formatter;0;0;6;0;0;0;0;6;0;0;0;-1;0;28;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.corext.dom.fragments;0;0;6;0;0;0;3;3;0;0;0;-1;0;9;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.compare.contentmergeviewer;0;0;2;0;0;0;0;2;0;0;0;-1;0;2;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.team.internal.ui.preferences;0;0;6;0;0;0;1;5;464;0;1;987;464;0;3;2;0;3;3;987;2;987;1;0;
org.eclipse.jdt.internal.debug.eval.ast.engine;0;0;3;0;0;0;0;3;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.team.internal.ccvs.ui.subscriber;0;0;19;0;0;0;3;16;0;0;0;-1;0;378;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.pde.internal.ui.parts;0;0;4;0;0;0;2;2;0;0;0;-1;0;108;0;0;0;0;0;-1;0;-1;0;2;
org.eclipse.search.internal.ui.util;0;0;9;0;0;0;3;6;0;0;0;-1;0;2;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.swt.program;0;0;14;0;0;0;4;10;0;0;0;-1;0;1248;0;2;1;0;0;-1;3;-1;0;4;
org.eclipse.debug.internal.core;0;0;22;0;0;0;7;15;66;0;1;1657;66;45;3;4;1;3;3;1657;5;1657;1;4;
org.osgi.service.prefs;0;0;2;0;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;
org.osgi.service.url;0;0;3;0;0;0;1;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jface.text.link;0;0;7;0;0;0;4;3;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.jdt.internal.codeassist.select;0;0;8;0;0;0;0;8;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.ui.forms.widgets;0;0;12;0;0;0;1;11;0;0;0;-1;0;134;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.team.internal.ui.registry;0;0;6;0;0;0;2;4;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.help;0;0;11;0;0;0;3;8;0;0;0;-1;0;146;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.update.internal.search;0;0;10;0;0;0;2;8;0;0;0;-1;0;23;0;2;0;0;0;-1;2;-1;0;3;
org.eclipse.jdt.internal.eval;0;0;8;0;0;0;1;7;0;0;0;-1;0;2;0;1;0;0;0;-1;1;-1;0;1;
org.eclipse.jdt.internal.debug.core;0;0;8;0;0;0;1;7;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.pde.internal.ui.model.plugin;0;0;11;0;0;0;6;5;0;0;0;-1;0;14;0;1;1;0;0;-1;2;-1;0;2;
org.eclipse.osgi.service.pluginconversion;0;0;3;0;0;0;3;0;0;0;0;-1;0;0;0;0;1;0;0;-1;1;-1;0;0;
org.eclipse.jdt.core.search;0;0;10;0;0;0;2;8;0;0;0;-1;0;88;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.ui.preferences;1;0;60;1;0;0;16;44;170;3;2;2396;219;305;3;5;3;6;6;2396;8;3955;2;2;
org.eclipse.jdt.internal.debug.ui.breakpoints;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;1;0;0;0;-1;1;-1;0;0;
org.eclipse.pde.internal.core.plugin;0;0;21;0;0;0;5;16;0;0;0;-1;0;310;0;0;0;0;0;-1;0;-1;0;3;
org.eclipse.ui.contentassist;0;0;8;0;5;1;8;0;36;0;0;5177;36;0;5;0;4;0;5;5177;4;5177;1;0;
org.eclipse.jdt.internal.core.dom.rewrite;0;0;6;0;0;0;2;4;0;0;0;-1;0;393;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.ui.themes;0;0;2;0;0;0;1;1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;0;
org.eclipse.jdt.internal.ui.text.folding;0;0;3;0;0;0;3;0;0;0;0;-1;0;6;0;0;1;0;0;-1;1;-1;0;1;
org.eclipse.jdt.internal.ui.refactoring.nls.search;0;0;9;0;0;0;5;4;0;0;0;-1;0;91;0;1;0;0;0;-1;1;-1;0;5;
org.eclipse.pde.internal.build.tasks;0;0;9;0;0;0;1;8;0;0;0;-1;0;163;0;1;0;0;0;-1;1;-1;0;2;
org.eclipse.ui.internal.texteditor.quickdiff.compare.rangedifferencer;0;0;5;0;0;0;2;3;0;0;0;-1;0;38;0;1;0;0;0;-1;1;-1;0;3;
org.eclipse.jdt.internal.ui.refactoring.contentassist;2;0;18;2;0;0;5;13;183;0;1;3667;183;422;3;4;1;3;3;3667;5;3667;1;3;
org.eclipse.pde.internal.ui.view;0;0;8;0;0;0;3;5;0;0;0;-1;0;28;0;1;0;0;0;-1;1;-1;0;2;
