filename;TotalPeopleInBurst;MaximumChangeBurstLate;NumberOfChanges;MaxPeopleInBurst;TotalBurstSizeLate;NumberOfChangeBurstsLate;NumberOfChangesLate;NumberOfChangesEarly;MaxChurnInBurst;MaximumChangeBurstEarly;NumberOfChangeBurstsEarly;TimeFirstBurst;TotalChurnInBurst;ChurnTotal;MaximumChangeBurst;NumberOfConsecutiveChangesEarly;NumberOfConsecutiveChangesLate;TotalBurstSizeEarly;TotalBurstSize;TimeMaxBurst;NumberOfConsecutiveChanges;TimeLastBurst;NumberOfChangeBursts;PeopleTotal;
org.eclipse.jface.text.information;0;0;3;0;0;0;1;2;0;0;1;1435;0;0;2;1;0;2;2;1435;1;1435;1;0;
org.eclipse.team.ui;0;0;7;0;0;0;3;4;0;0;1;1978;0;0;2;1;0;2;2;1978;1;1978;1;0;
org.eclipse.pde.internal.ui.launcher;1;3;18;1;9;4;12;6;188;0;1;3579;247;0;3;1;5;2;11;4449;6;4635;5;1;
org.eclipse.ui.views.bookmarkexplorer;1;0;9;1;0;0;0;9;0;0;1;257;0;28;2;1;0;2;2;257;1;257;1;5;
org.eclipse.debug.internal.ui;1;0;32;1;0;0;1;31;165;3;3;187;176;31;3;4;0;7;7;2346;4;2357;3;4;
org.eclipse.pde.internal.core.schema;1;0;4;1;0;0;1;3;0;0;1;3591;0;53;2;1;0;2;2;3591;1;3591;1;1;
org.eclipse.swt.internal.photon;1;0;3;1;0;0;1;2;0;0;1;2069;0;66;2;1;0;2;2;2069;1;2069;1;2;
org.eclipse.jdt.internal.compiler.classfmt;1;0;20;1;0;0;1;19;1370;3;4;455;2186;287;3;5;0;9;9;1045;5;1224;4;2;
org.eclipse.jdt.internal.core.hierarchy;0;0;17;0;0;0;2;15;1999;3;3;455;2148;0;3;4;0;7;7;1045;4;1045;3;0;
org.eclipse.jdt.internal.ui.text.link;0;0;2;0;0;0;0;2;0;0;1;1720;0;0;2;1;0;2;2;1720;1;1720;1;0;
org.eclipse.jdt.internal.launching;0;0;21;0;2;1;11;10;157;0;1;2022;157;24;2;1;1;2;4;2022;2;4210;2;1;
org.eclipse.jdt.core.eval;0;0;6;0;2;1;3;3;54;0;1;455;54;0;2;1;1;2;4;455;2;4058;2;0;
org.eclipse.help.ui.internal.util;1;0;2;1;2;1;2;0;0;0;0;4439;0;0;2;0;1;0;2;4439;1;4439;1;1;
org.eclipse.jdt.internal.junit.util;0;0;2;0;0;0;0;2;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;1;
org.eclipse.jdi;0;0;7;0;0;0;0;7;0;0;1;187;0;0;2;1;0;2;2;187;1;187;1;0;
org.eclipse.jface.window;0;0;14;0;0;0;5;9;0;0;1;257;0;0;2;1;0;2;2;257;1;257;1;0;
org.eclipse.jface.text.reconciler;1;0;6;1;0;0;2;4;0;0;1;257;0;65;2;1;0;2;2;257;1;257;1;3;
org.eclipse.debug.ui;0;0;18;0;0;0;3;15;0;0;1;187;0;9;2;1;0;2;2;187;1;187;1;2;
org.eclipse.core.internal.localstore;2;0;15;1;0;0;1;14;309;3;2;12;309;99;3;3;0;5;5;327;3;327;2;2;
org.eclipse.jface.text.formatter;1;0;5;1;0;0;0;5;0;0;1;257;0;6;2;1;0;2;2;257;1;257;1;3;
org.eclipse.search.ui;1;0;4;1;0;0;0;4;0;0;1;15;0;10;2;1;0;2;2;15;1;15;1;2;
org.eclipse.jdt.internal.ui.browsing;3;5;81;1;19;8;32;49;246;4;12;2878;1460;86;5;17;11;29;48;4014;28;4626;20;3;
org.eclipse.jdt.internal.junit.wizards;0;0;2;0;0;0;0;2;0;0;1;3527;0;0;2;1;0;2;2;3527;1;3527;1;0;
org.eclipse.core.resources.team;0;0;5;0;0;0;0;5;491;0;1;3243;491;0;2;1;0;2;2;3243;1;3243;1;0;
org.eclipse.pde.internal.ui.editor.manifest;1;0;2;1;0;0;0;2;0;0;1;3579;0;46;2;1;0;2;2;3579;1;3579;1;1;
org.eclipse.team.internal.ccvs.ui;0;2;55;0;4;2;20;35;150;3;4;1978;430;347;3;5;2;9;13;2737;7;4363;6;3;
org.eclipse.update.core;1;0;27;1;0;0;0;27;733;2;3;1423;1130;342;2;3;0;6;6;1423;3;3589;3;2;
